keys,en,ru
GEN_GROOVE_COMPLETION_LOCKED_TOOLTIP,"Not available for this style — Original and Minimal keep the detector output as-is.","Недоступно для этого стиля — «Оригинал» и «Минимум» не достраивают пропуски."
GEN_RAW_ADTOF,Minimal processing (raw ADTOF),Минимум обработки (сырой ADTOF)
GEN_RAW_ADTOF_TOOLTIP,"Skip critic and most smoothing — closest to raw ADTOF times. Pulse style only.","Без critic и лишней подгонки — максимально близко к сырым временам ADTOF. Только для «Пульс»."
GEN_RAW_ADTOF_LOCKED_TOOLTIP,"Not available for this style — use Original for fidelity-first charts.","Недоступно для этого стиля — для максимальной близости к треку выберите «Оригинал»."
GEN_PRESET_ROW_CRITIC,Noise cleanup,Чистка шума
GEN_PRESET_ROW_GROOVE_COMPLETION,Fill gaps,Достраивать пропуски
GEN_PRESET_ROW_RAW_ADTOF,Raw ADTOF,Сырой ADTOF
GEN_PRESETS_BUTTON,Presets,Пресеты
GEN_PRESETS_TITLE,Generation presets,Пресеты генерации
GEN_PRESET_SLOT_DEFAULT,Slot %d,Слот %d
GEN_PRESET_DETAIL_CAPTION,About preset,О пресете
GEN_PRESET_EMPTY_HINT,Empty slot — save current settings to store a preset.,Пустой слот — сохраните текущие настройки.
GEN_PRESET_OVERWRITE_CONFIRM,Overwrite preset "%s"?,Заменить пресет «%s»?
GEN_PRESET_DELETE_CONFIRM,Delete preset "%s"?,Удалить пресет «%s»?
GEN_PRESET_META,Updated %s · used %d times,Обновлён %s · использован %d раз
GEN_PRESET_MODE_CAPTION,Mode,Режим
GEN_PRESET_PARAMS_HEADER,Parameters,Параметры
GEN_PRESET_LANES_FMT,%d lanes,%d линий
GEN_PRESET_STAT_GROOVE,Groove: %s,Живость: %s
GEN_PRESET_STAT_FILL,Fill: %s,Заполнение: %s
GEN_PRESET_STAT_DENSITY,Density: %s,Плотность: %s
GEN_PRESET_STAT_HATS,Hi-hats: %s,Тарелки: %s
GEN_PRESET_HATS_ON,on,вкл.
GEN_PRESET_HATS_OFF,off,выкл.
GEN_PRESET_SUMMARY_LANES,lanes,линий
GEN_PRESET_SUMMARY_HATS,hats,тарелки
GEN_PRESET_SUMMARY_NO_HATS,no hats,без тарелок
GEN_PRESET_ROW_INSTRUMENT,Instrument,Инструмент
GEN_PRESET_ROW_MODE,Mode,Режим
GEN_PRESET_ROW_LANES,Lanes,Линии
GEN_PRESET_ROW_FILL,Fill,Заполнение
GEN_PRESET_ROW_GROOVE,Groove,Живость
GEN_PRESET_ROW_DENSITY,Density,Плотность
GEN_PRESET_ROW_GRID,Grid snap,Привязка к сетке
GEN_PRESET_ROW_GENRE_TEMPLATE,Genre template,Жанровый шаблон
GEN_PRESET_ROW_ACCENT,Accent strong beats,Акцент сильной доли
GEN_PRESET_ROW_GENRE_DETECT,Genre detection,Определение жанра
GEN_PRESET_ROW_STEMS,Stem separation,Разделение на стемы
GEN_PRESET_ROW_HI_HATS,Hi-hats,Тарелки
GEN_PRESET_CHART_READY,Chart ready,Чарт найден
GEN_PRESET_CHART_MISSING,Chart not created yet,Чарт ещё не создан
GEN_PRESET_CHART_READY_TIP,This preset already has its own generated chart.,У этого пресета уже есть свой сгенерированный чарт.
GEN_PRESET_CHART_MISSING_TIP,No notes generated yet for this preset — press Generate to create it.,"Для этого пресета ещё нет нот — нажмите «Сгенерировать», чтобы их создать."
GEN_STATUS_PRESET_LABEL,Preset:,Пресет:
GEN_PRESET_DIRTY_GEN_TITLE,Settings differ from the active preset.,Настройки отличаются от активного пресета.
GEN_PRESET_DIRTY_GEN_SAVE,Save changes to preset,Сохранить изменения в пресет
GEN_PRESET_DIRTY_GEN_TEMP,Generate as temporary Custom,Генерировать как временный Custom
GEN_PRESET_MASS_BLOCKED,Mass generation is only available for production modes. Exit the active preset first.,Массовая генерация доступна только для production-режимов. Сначала выйдите из активного пресета.
GEN_PRESET_BOOL_YES,yes,да
GEN_PRESET_BOOL_NO,no,нет
GEN_TITLE,Select instrument,Выберите инструмент
GEN_PARAMS_TITLE,Chart settings,Настройки чарта
GEN_LANES_LABEL,Lane count,Количество линий
GEN_ADVANCED,Advanced settings,Расширенные настройки
GEN_FILL,Fill,Заполнение
GEN_GROOVE,Groove,Живость
GEN_DENSITY,Density,Плотность
GEN_GRID_SNAP,Grid snap,Привязка к сетке
GEN_GENRE_TEMPLATE,Genre template strength,Сила жанрового шаблона
GEN_ACCENT_STRONG,Accent strong beats,Акцент сильной доли
GEN_ENABLE_GENRE,Enable genre detection,Включить определение жанров
GEN_ENABLE_STEMS,Enable stem separation,Включить разделение на stem'ы
GEN_CONFIRM,Confirm,Подтвердить
SONG_RESULTS_BEST,Best result,Лучший результат
SONG_RESULTS_HISTORY,Attempt history (newest first),История попыток (сначала новые)
SONG_RESULTS_NONE,No results for this song,Нет результатов для этой песни
SONG_RESULTS_LINE,%s - %d pts (%.0f%%) [%s] - %s,%s - %d очков (%.0f%%) [%s] - %s
META_EDIT_TITLE,Edit metadata,Редактирование метаданных
META_EDIT_HINT,Edit fields and save — only changes go to the list,Измените поля и сохраните — в список попадут только отличия
META_FIELD_TITLE,Title,Название
META_FIELD_ARTIST,Artist,Исполнитель
META_FIELD_YEAR,Year,Год
META_FIELD_BPM,BPM,BPM
META_FIELD_DURATION,Duration,Длительность
META_FIELD_GENRE,Genre,Жанр
META_GENRE_NONE,not specified,не указан
GENRE_PICK_TITLE,Select genre,Выберите жанр
GENRE_PICK_HINT,"Genre affects achievements and how the server builds chart patterns.","Жанр влияет на достижения и на то, как сервер строит паттерны карты."
GENRE_SEARCH,Search,Поиск
GENRE_SEARCH_PLACEHOLDER,Search genre…,Поиск жанра…
GENRE_RESET,Reset genre,Сбросить жанр
GENRE_CONFIRM,Confirm,Подтвердить
GENRE_SERVER_TITLE,Detected by server,Определено сервером
GENRE_REFRESH_ANALYSIS,Refresh analysis,Обновить анализ
GENRE_REFRESHING,Analyzing…,Анализ…
GENRE_SERVER_HINT,Select an entry in the list to set it as the track's primary genre.,"Выберите вариант в списке, чтобы назначить его основным жанром трека."
GENRE_SELECTED_TITLE,Selected genre,Выбранный жанр
GENRE_SELECTED_HINT,Selected genre will be saved in track metadata.,Выбранный жанр сохранится в метаданных трека.
GENRE_NO_PREDICTIONS,No analysis yet. Press Refresh analysis.,Нет данных анализа. Нажмите «Обновить анализ».
GENRE_ANALYSIS_ERROR,Analysis failed: %s,Ошибка анализа: %s
GENRE_FOOTER_HINT,Esc — cancel · Enter — confirm,Esc — отмена · Enter — подтвердить
GENRE_STATUS_CONNECTING,Connecting to server…,Подключение к серверу…
GENRE_STATUS_READING_FILE,Reading audio file…,Чтение аудиофайла…
GENRE_STATUS_UPLOADING,Sending %.1f MB to server…,Отправка %.1f МБ на сервер…
GENRE_STATUS_ANALYZING,Server is analyzing audio…,Сервер анализирует аудио…
GENRE_PREDICTIONS_CACHED,Shown from saved analysis (no upload). Press Refresh to re-analyze.,Показано из сохранённого анализа (без отправки). «Обновить» — повторный анализ.
GENRE_PREDICTIONS_FRESH,Analysis updated just now.,Анализ только что обновлён.
VALUE_NO_TITLE,No title,Без названия
SONG_STATUS_NOTES_READY,Notes ready,Ноты готовы
GEN_INST_MIX,Mix,Микс
GEN_INST_STANDARD,Standard,Стандарт
GEN_SLIDER_FMT,%s (%s%%),%s (%s%%)
META_EDIT_YEAR_TITLE,Edit year,Редактировать год
META_EDIT_YEAR_PROMPT,Enter release year:,Введите год выпуска:
META_EDIT_TITLE_TITLE,Edit title,Редактировать название
META_EDIT_TITLE_PROMPT,Enter new title:,Введите новое название:
META_EDIT_FIELD_TITLE,Edit %s,Редактировать %s
META_EDIT_FIELD_PROMPT,Enter new value for "%s":,Введите новое значение для "%s":
META_EDIT_BPM_TITLE,Edit BPM,Редактировать BPM
META_EDIT_BPM_PROMPT,Enter new BPM (empty to clear; minimum 90):,Введите новый BPM (пусто — очистить; минимум 90):
META_EDIT_BPM_PLACEHOLDER,e.g. 120,Например: 120
META_PLACEHOLDER_TITLE,Track title,Название трека
META_PLACEHOLDER_ARTIST,Artist name,Имя исполнителя
META_SAVE,Save,Сохранить
META_SAVE_CHANGES,Save changes,Сохранить изменения
META_BPM_FROM_SERVER,From server,От сервера
META_GENRE_FIELD_HINT,"Affects achievements and how the server builds chart patterns.","Влияет на достижения и на то, как сервер строит паттерны."
META_INFO_EMPTY,"Empty values will not be saved.","Пустые значения не будут сохранены."
META_ESC_CANCEL,[Esc] Press Esc to cancel,Esc — отмена
META_FIELD_FILE_SIZE,File size,Размер файла
META_FIELD_FILE_PATH,File path,Путь к файлу
META_FIELD_DATE_ADDED,Added,Добавлен
GAME_SCORE_FMT,Score: %d,Счёт: %d
GAME_JUDGE_PERFECT,PERFECT,ИДЕАЛЬНО
GAME_JUDGE_GOOD,GOOD,ХОРОШО
GAME_JUDGE_MISS,MISS,ПРОМАХ
GAME_HINT_SKIP_COUNTDOWN,Press Space to skip countdown,"Нажмите пробел, чтобы пропустить отсчёт"
GAME_HINT_SKIP_INTRO,Press Space to skip intro,"Нажмите пробел, чтобы пропустить вступление"
GAME_HINT_SKIP_TO_RESULTS,Press Space to view results,"Нажмите пробел, чтобы перейти к результатам"
GAME_HINT_SKIP_TO_NEXT_TRACK,Press Space to continue to the next song,"Нажмите пробел, чтобы перейти к следующей песне"
GAME_HINT_DYNAMIC_LANES,Lanes: %d → %d,Линий: %d → %d
GAME_NOTICE_DYNAMIC_LANES,%d lanes · now %d,%d линии · теперь %d
GAME_TIMING_DEBUG_TITLE,Timing [debug],Тайминг [отладка]
GAME_TIMING_DEBUG_LATENCY,Output latency: %.1f ms,Задержка вывода: %.1f мс
GAME_TIMING_DEBUG_DRIFT,music − game_time: %.1f ms,music − game_time: %.1f мс
GAME_TIMING_DEBUG_AVG_HIT,avg(hit−note): %.1f ms (n=%d),avg(hit−note): %.1f мс (n=%d)
GAME_TIMING_DEBUG_LAST,last: %.1f ms,последн.: %.1f мс
GAME_TIMING_DEBUG_AP_HEADER,autoplay: avg by line (no offset),autoplay: avg по линии (без offset)
GAME_TIMING_DEBUG_AP_AVG,avg(line): %.1f ms  last: %.1f ms,avg(линия): %.1f мс  посл.: %.1f мс
GAME_TIMING_DEBUG_HINT_EARLY_LATE,"<0 earlier than chart, >0 later","<0 раньше чарта, >0 позже"
GAME_TIMING_DEBUG_HINT_OFFSET,hit−note includes offset from settings,hit−note = с учётом offset в настройках
PAUSE_TITLE,PAUSE,ПАУЗА
PAUSE_RESUME,RESUME,ПРОДОЛЖИТЬ
PAUSE_RESTART,RESTART,ПЕРЕЗАПУСТИТЬ
PAUSE_SONG_SELECT,SONG SELECT,ВЫБОР ПЕСНИ
PAUSE_EXIT_MENU,EXIT TO MENU,ВЫЙТИ В МЕНЮ
VICTORY_TITLE,VICTORY,ПОБЕДА
VICTORY_MODIFIERS_FMT,Modifiers: %s,Модификаторы: %s
VICTORY_MODIFIERS_NONE,No run modifiers,Без модификаторов забега
VICTORY_GRADE_FMT,Grade: %s,Оценка: %s
VICTORY_RR_FMT,Rhythm Rating: %d,Rhythm Rating: %d
VICTORY_RR_REPEAT_FMT,Rhythm Rating: %d (chart best),Rhythm Rating: %d (лучший для чарта)
VICTORY_RR_PLUS_FMT,RR +%d,RR +%d
VICTORY_RR_REPEAT_PLUS_FMT,RR %d (best),RR %d (лучший)
VICTORY_FIRST_CLEAR,FIRST CLEAR,ПЕРВОЕ ПРОХОЖДЕНИЕ
VICTORY_COMBO_FMT,Combo: %d,Комбо: %d
